id,country_id,place_id,name,city_url,url
125,1,city_125,Gandhinagar,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=125,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=125
128,1,city_128,Raipur,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=128,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=128
556,1,city_556,Zirakpur,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=556,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=556
127,1,city_127,Nellore,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=127,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=127
105,1,city_105,Siliguri,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=105,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=105
49,1,city_49,Lonavala,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=49,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=49
318,1,city_318,Bilaspur,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=318,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=318
165,1,city_165,Itanagar,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=165,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=165
179,1,city_179,Muzaffarpur,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=179,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=179
830,1,city_830,Ramgarh,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=830,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=830
67,1,city_67,Gwalior,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=67,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=67
107,1,city_107,Bokaro,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=107,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=107
490,1,city_490,Cooch Behar,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=490,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=490
66,1,city_66,Bhiwadi,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=66,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=66
4361,1,city_4361,Sirhind,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=4361,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=4361
273,1,city_273,Gorakhpur,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=273,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=273
62,1,city_62,Mcleod-Ganj,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=62,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=62
186,1,city_186,Pachmarhi,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=186,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=186
85,1,city_85,Hisar,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=85,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=85
40,1,city_40,Ambala,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=40,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=40
115,1,city_115,Alwar,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=115,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=115
37,1,city_37,Karnal,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=37,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=37
54,1,city_54,Jaisalmer,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=54,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=54
77,1,city_77,Salem,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=77,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=77
72,1,city_72,Kurnool,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=72,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=72
149,1,city_149,Jamnagar,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=149,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=149
418,1,city_418,Sagar,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=418,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=418
26,1,city_26,Ludhiana,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=26,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=26
246,1,city_246,Solan,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=246,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=246
25,1,city_25,Kanpur,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=25,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=25
2,1,city_2,Delhi,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=2,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=2
180,1,city_180,Deoghar,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=180,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=180
68,1,city_68,Pondicherry,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=68,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=68
455,1,city_455,Malda,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=455,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=455
39,1,city_39,Meerut,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=39,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=39
139,1,city_139,Digha,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=139,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=139
101,1,city_101,Calicut,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=101,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=101
480,1,city_480,Betul,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=480,https://www.oyorooms.com/search/?filters%5Bcity_id%5D=480
